S No.,params,perc_distance,precision_micro_train,precision_macro_train,precision_weighted_train,recall_micro_train,recall_macro_train,recall_weighted_train,f1_micro_train,f1_macro_train,f1_weighted_train,accuracy_train,precision_micro_test,precision_macro_test,precision_weighted_test,recall_micro_test,recall_macro_test,recall_weighted_test,f1_micro_test,f1_macro_test,f1_weighted_test,accuracy_test
0,"(2, (0, 1), (50, 200))",1,1,1,1,1,1,1,1,1,1,1,0.858934169,0.776654464,0.852872298,0.858934169,0.749596808,0.858934169,0.858934169,0.760827089,0.854669098,0.858934169
1,"(2, (0, 1), (50, 250))",1,1,1,1,1,1,1,1,1,1,1,0.786833856,0.637944067,0.771508185,0.786833856,0.624674112,0.786833856,0.786833856,0.629478458,0.777698164,0.786833856
2,"(2, (0, 1), (50, 300))",1,1,1,1,1,1,1,1,1,1,1,0.780564263,0.620639165,0.791393559,0.780564263,0.62166988,0.780564263,0.780564263,0.603665398,0.776397932,0.780564263
3,"(2, (0, 1), (50, 350))",1,1,1,1,1,1,1,1,1,1,1,0.777429467,0.631792634,0.777639558,0.777429467,0.628533231,0.777429467,0.777429467,0.619590709,0.771546694,0.777429467
4,"(2, (0, 1), (50, 400))",1,1,1,1,1,1,1,1,1,1,1,0.771159875,0.62431558,0.798404047,0.771159875,0.62876969,0.771159875,0.771159875,0.608512877,0.775076145,0.771159875
5,"(2, (0, 1), (50, 450))",1,1,1,1,1,1,1,1,1,1,1,0.808777429,0.69473829,0.795959802,0.808777429,0.659939733,0.808777429,0.808777429,0.672265581,0.799590572,0.808777429
6,"(2, (0, 1), (50, 500))",1,1,1,1,1,1,1,1,1,1,1,0.805642633,0.729576084,0.788149533,0.805642633,0.658569488,0.805642633,0.805642633,0.684796677,0.790571176,0.805642633
7,"(2, (0, 1), (100, 200))",1,1,1,1,1,1,1,1,1,1,1,0.789968652,0.635395405,0.787359826,0.789968652,0.636821395,0.789968652,0.789968652,0.625678447,0.782786169,0.789968652
8,"(2, (0, 1), (100, 250))",1,1,1,1,1,1,1,1,1,1,1,0.862068966,0.779025765,0.860022262,0.862068966,0.76148035,0.862068966,0.862068966,0.767620687,0.859735957,0.862068966
9,"(2, (0, 1), (100, 300))",1,1,1,1,1,1,1,1,1,1,1,0.824451411,0.732337907,0.82016137,0.824451411,0.721461312,0.824451411,0.824451411,0.726142585,0.821755073,0.824451411
10,"(2, (0, 1), (100, 350))",1,1,1,1,1,1,1,1,1,1,1,0.843260188,0.721314452,0.839930748,0.843260188,0.711990857,0.843260188,0.843260188,0.709066357,0.837710512,0.843260188
11,"(2, (0, 1), (100, 400))",1,1,1,1,1,1,1,1,1,1,1,0.868338558,0.787927254,0.868656821,0.868338558,0.759403762,0.868338558,0.868338558,0.762310754,0.862834432,0.868338558
12,"(2, (0, 1), (100, 450))",1,1,1,1,1,1,1,1,1,1,1,0.808777429,0.708119658,0.794702998,0.808777429,0.670365116,0.808777429,0.808777429,0.685899879,0.79948551,0.808777429
13,"(2, (0, 1), (100, 500))",1,1,1,1,1,1,1,1,1,1,1,0.774294671,0.636903492,0.756998782,0.774294671,0.616385948,0.774294671,0.774294671,0.624970919,0.764273921,0.774294671
14,"(2, (0, 1), (150, 200))",1,1,1,1,1,1,1,1,1,1,1,0.855799373,0.75263129,0.853783608,0.855799373,0.742706173,0.855799373,0.855799373,0.744967629,0.853421747,0.855799373
15,"(2, (0, 1), (150, 250))",1,1,1,1,1,1,1,1,1,1,1,0.818181818,0.710578238,0.813549557,0.818181818,0.699182703,0.818181818,0.818181818,0.704030502,0.815423429,0.818181818
16,"(2, (0, 1), (150, 300))",1,1,1,1,1,1,1,1,1,1,1,0.865203762,0.761453843,0.865373145,0.865203762,0.757945602,0.865203762,0.865203762,0.758264492,0.864528665,0.865203762
17,"(2, (0, 1), (150, 350))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.717317362,0.78288598,0.78,0.72,0.78,0.78,0.717624357,0.78064251,0.78
18,"(2, (0, 1), (150, 400))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.692271353,0.764101474,0.76,0.693333333,0.76,0.76,0.692410764,0.761732315,0.76
19,"(2, (0, 1), (150, 450))",1,1,1,1,1,1,1,1,1,1,1,0.82,0.774917709,0.826086241,0.82,0.773333333,0.82,0.82,0.768734969,0.818975469,0.82
20,"(2, (0, 1), (150, 500))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.69047619,0.767857143,0.75,0.7,0.75,0.75,0.686159844,0.751461988,0.75
21,"(2, (0, 1), (200, 200))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.727941176,0.795955882,0.79,0.72,0.79,0.79,0.710624225,0.782968169,0.79
22,"(2, (0, 1), (200, 250))",1,1,1,1,1,1,1,1,1,1,1,0.8,0.744916537,0.794536459,0.8,0.733333333,0.8,0.8,0.73443077,0.793541524,0.8
23,"(2, (0, 1), (200, 300))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.753320683,0.810088552,0.81,0.746666667,0.81,0.81,0.742269991,0.804227246,0.81
24,"(2, (0, 1), (200, 350))",1,1,1,1,1,1,1,1,1,1,1,0.84,0.821522922,0.856526807,0.84,0.786666667,0.84,0.84,0.784843363,0.833730561,0.84
25,"(2, (0, 1), (200, 400))",1,1,1,1,1,1,1,1,1,1,1,0.9,0.878890775,0.909168081,0.9,0.866666667,0.9,0.9,0.864718615,0.898538961,0.9
26,"(2, (0, 1), (200, 450))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.72127451,0.785955882,0.78,0.713333333,0.78,0.78,0.703957558,0.772968169,0.78
27,"(2, (0, 1), (200, 500))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.730128205,0.797596154,0.78,0.726666667,0.78,0.78,0.699272368,0.766722317,0.78
28,"(2, (0.1, 0.9), (50, 200))",1,1,1,1,1,1,1,1,1,1,1,0.82,0.765704584,0.824278438,0.82,0.76,0.82,0.82,0.756493506,0.81737013,0.82
29,"(2, (0.1, 0.9), (50, 250))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.75,0.8125,0.81,0.746666667,0.81,0.81,0.744107744,0.808080808,0.81
30,"(2, (0.1, 0.9), (50, 300))",1,1,1,1,1,1,1,1,1,1,1,0.86,0.818941044,0.859303823,0.86,0.813333333,0.86,0.86,0.814757499,0.858592876,0.86
31,"(2, (0.1, 0.9), (50, 350))",1,1,1,1,1,1,1,1,1,1,1,0.87,0.833333333,0.875,0.87,0.826666667,0.87,0.87,0.824915825,0.868686869,0.87
32,"(2, (0.1, 0.9), (50, 400))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.739365079,0.79952381,0.79,0.726666667,0.79,0.79,0.715555556,0.781666667,0.79
33,"(2, (0.1, 0.9), (50, 450))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.650161031,0.73218599,0.72,0.66,0.72,0.72,0.644181281,0.717510961,0.72
34,"(2, (0.1, 0.9), (50, 500))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.69924812,0.77443609,0.76,0.706666667,0.76,0.76,0.693181818,0.759469697,0.76
35,"(2, (0.1, 0.9), (100, 200))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.736111111,0.802083333,0.79,0.733333333,0.79,0.79,0.718640435,0.783878285,0.79
36,"(2, (0.1, 0.9), (100, 250))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.718234981,0.788676236,0.78,0.72,0.78,0.78,0.711588084,0.778589022,0.78
37,"(2, (0.1, 0.9), (100, 300))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.70771757,0.780788177,0.78,0.706666667,0.78,0.78,0.704777241,0.778582931,0.78
38,"(2, (0.1, 0.9), (100, 350))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.690590112,0.767942584,0.76,0.693333333,0.76,0.76,0.684942315,0.758604696,0.76
39,"(2, (0.1, 0.9), (100, 400))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.733099415,0.794824561,0.78,0.713333333,0.78,0.78,0.693033033,0.764774775,0.78
40,"(2, (0.1, 0.9), (100, 450))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.718234981,0.788676236,0.78,0.72,0.78,0.78,0.711588084,0.778589022,0.78
41,"(2, (0.1, 0.9), (100, 500))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.648348368,0.720955153,0.72,0.653333333,0.72,0.72,0.649139146,0.719177592,0.72
42,"(2, (0.1, 0.9), (150, 200))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.7003367,0.775252525,0.77,0.7,0.77,0.77,0.691901641,0.766400979,0.77
43,"(2, (0.1, 0.9), (150, 250))",1,1,1,1,1,1,1,1,1,1,1,0.73,0.666666667,0.75,0.73,0.673333333,0.73,0.73,0.664529997,0.735239603,0.73
44,"(2, (0.1, 0.9), (150, 300))",1,1,1,1,1,1,1,1,1,1,1,0.82,0.784984985,0.838738739,0.82,0.773333333,0.82,0.82,0.757175774,0.812779789,0.82
45,"(2, (0.1, 0.9), (150, 350))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.709111488,0.781833616,0.78,0.706666667,0.78,0.78,0.702380952,0.776785714,0.78
46,"(2, (0.1, 0.9), (150, 400))",1,1,1,1,1,1,1,1,1,1,1,0.84,0.841491841,0.881118881,0.84,0.786666667,0.84,0.84,0.768518519,0.826388889,0.84
47,"(2, (0.1, 0.9), (150, 450))",1,1,1,1,1,1,1,1,1,1,1,0.7,0.581091351,0.66621067,0.7,0.62,0.7,0.7,0.559124129,0.652016364,0.7
48,"(2, (0.1, 0.9), (150, 500))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.67003367,0.752525253,0.72,0.68,0.72,0.72,0.664771033,0.726839144,0.72
49,"(2, (0.1, 0.9), (200, 200))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.783333333,0.8375,0.81,0.76,0.81,0.81,0.734846621,0.796032925,0.81
50,"(2, (0.1, 0.9), (200, 250))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.753320683,0.810088552,0.81,0.746666667,0.81,0.81,0.742269991,0.804227246,0.81
51,"(2, (0.1, 0.9), (200, 300))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.69047619,0.767857143,0.75,0.7,0.75,0.75,0.686159844,0.751461988,0.75
52,"(2, (0.1, 0.9), (200, 350))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.69443898,0.756123352,0.76,0.693333333,0.76,0.76,0.69346567,0.757723015,0.76
53,"(2, (0.1, 0.9), (200, 400))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.729166667,0.791666667,0.78,0.726666667,0.78,0.78,0.711837714,0.773674204,0.78
54,"(2, (0.1, 0.9), (200, 450))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.803533559,0.842446088,0.81,0.766666667,0.81,0.81,0.752867016,0.802023999,0.81
55,"(2, (0.1, 0.9), (200, 500))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.755555556,0.816666667,0.78,0.773333333,0.78,0.78,0.756902357,0.78989899,0.78
56,"(2, (0.2, 0.8), (50, 200))",1,1,1,1,1,1,1,1,1,1,1,0.8,0.746031746,0.80952381,0.8,0.733333333,0.8,0.8,0.722222222,0.791666667,0.8
57,"(2, (0.2, 0.8), (50, 250))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.75,0.8125,0.81,0.746666667,0.81,0.81,0.744107744,0.808080808,0.81
58,"(2, (0.2, 0.8), (50, 300))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.75310559,0.814829193,0.81,0.753333333,0.81,0.81,0.752136141,0.811576853,0.81
59,"(2, (0.2, 0.8), (50, 350))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.711290537,0.778259569,0.77,0.713333333,0.77,0.77,0.704785362,0.76838494,0.77
60,"(2, (0.2, 0.8), (50, 400))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.765567766,0.824175824,0.81,0.773333333,0.81,0.81,0.768081761,0.815644654,0.81
61,"(5, (0, 1), (50, 200))",1,1,1,1,1,1,1,1,1,1,1,0.84,0.822035481,0.86162465,0.84,0.786666667,0.84,0.84,0.779605653,0.832228992,0.84
62,"(5, (0, 1), (50, 250))",1,1,1,1,1,1,1,1,1,1,1,0.84,0.825343915,0.864007937,0.84,0.793333333,0.84,0.84,0.783160992,0.832370744,0.84
63,"(5, (0, 1), (50, 300))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.733099415,0.794824561,0.78,0.713333333,0.78,0.78,0.693033033,0.764774775,0.78
64,"(5, (0, 1), (50, 350))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.702991453,0.762820513,0.75,0.673333333,0.75,0.75,0.661126894,0.736041249,0.75
65,"(5, (0, 1), (50, 400))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.681232493,0.76092437,0.75,0.68,0.75,0.75,0.669387755,0.746938776,0.75
66,"(5, (0, 1), (50, 450))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.685883222,0.764412417,0.75,0.68,0.75,0.75,0.649762935,0.732220161,0.75
67,"(5, (0, 1), (50, 500))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.708699902,0.781524927,0.77,0.713333333,0.77,0.77,0.707522535,0.772909943,0.77
68,"(5, (0, 1), (100, 200))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.693423203,0.76026348,0.76,0.686666667,0.76,0.76,0.680992911,0.753318941,0.76
69,"(5, (0, 1), (100, 250))",1,1,1,1,1,1,1,1,1,1,1,0.83,0.786195286,0.839646465,0.83,0.78,0.83,0.83,0.772896028,0.827146768,0.83
70,"(5, (0, 1), (100, 300))",1,1,1,1,1,1,1,1,1,1,1,0.85,0.809139785,0.856854839,0.85,0.806666667,0.85,0.85,0.802188552,0.849116162,0.85
71,"(5, (0, 1), (100, 350))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.699462366,0.774596774,0.77,0.7,0.77,0.77,0.695310245,0.768957431,0.77
72,"(5, (0, 1), (100, 400))",1,1,1,1,1,1,1,1,1,1,1,0.83,0.78172043,0.836290323,0.83,0.78,0.83,0.83,0.775468975,0.829076479,0.83
73,"(5, (0, 1), (100, 450))",1,1,1,1,1,1,1,1,1,1,1,0.8,0.75708502,0.817813765,0.8,0.74,0.8,0.8,0.7206653,0.787973722,0.8
74,"(5, (0, 1), (100, 500))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.746794872,0.810096154,0.81,0.746666667,0.81,0.81,0.746565293,0.80992397,0.81
75,"(5, (0, 1), (150, 200))",1,1,1,1,1,1,1,1,1,1,1,0.73,0.647450111,0.735587583,0.73,0.653333333,0.73,0.73,0.621143407,0.710755514,0.73
76,"(5, (0, 1), (150, 250))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.692261905,0.769196429,0.76,0.686666667,0.76,0.76,0.676307793,0.754705593,0.76
77,"(5, (0, 1), (150, 300))",1,1,1,1,1,1,1,1,1,1,1,0.71,0.605392157,0.704044118,0.71,0.613333333,0.71,0.71,0.600385834,0.700289376,0.71
78,"(5, (0, 1), (150, 350))",1,1,1,1,1,1,1,1,1,1,1,0.83,0.807207207,0.855405405,0.83,0.786666667,0.83,0.83,0.77384244,0.825279789,0.83
79,"(5, (0, 1), (150, 400))",1,1,1,1,1,1,1,1,1,1,1,0.74,0.660493827,0.74537037,0.74,0.66,0.74,0.74,0.659898303,0.742398475,0.74
80,"(5, (0, 1), (150, 450))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.624221845,0.718166384,0.72,0.626666667,0.72,0.72,0.621212121,0.715909091,0.72
81,"(5, (0, 1), (150, 500))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.62745098,0.720588235,0.72,0.633333333,0.72,0.72,0.621868402,0.713876049,0.72
82,"(5, (0, 1), (200, 200))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.73993808,0.80495356,0.79,0.74,0.79,0.79,0.730830937,0.790391244,0.79
83,"(5, (0, 1), (200, 250))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.73015873,0.797619048,0.79,0.733333333,0.79,0.79,0.730843281,0.79303042,0.79
84,"(5, (0, 1), (200, 300))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.683760684,0.762820513,0.75,0.68,0.75,0.75,0.657670963,0.738151182,0.75
85,"(5, (0, 1), (200, 350))",1,1,1,1,1,1,1,1,1,1,1,0.83,0.782407407,0.836805556,0.83,0.773333333,0.83,0.83,0.76880185,0.826601387,0.83
86,"(5, (0, 1), (200, 400))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.782726046,0.837044534,0.81,0.753333333,0.81,0.81,0.738209159,0.801131617,0.81
87,"(5, (0, 1), (200, 450))",1,1,1,1,1,1,1,1,1,1,1,0.74,0.651515152,0.738636364,0.74,0.66,0.74,0.74,0.627687128,0.718240093,0.74
88,"(5, (0, 1), (200, 500))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.753546099,0.815159574,0.76,0.686666667,0.76,0.76,0.621154069,0.7133403,0.76
89,"(5, (0.1, 0.9), (50, 200))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.70771757,0.780788177,0.78,0.706666667,0.78,0.78,0.704777241,0.778582931,0.78
90,"(5, (0.1, 0.9), (50, 250))",1,1,1,1,1,1,1,1,1,1,1,0.83,0.833333333,0.875,0.83,0.773333333,0.83,0.83,0.750915751,0.813186813,0.83
91,"(5, (0.1, 0.9), (50, 300))",1,1,1,1,1,1,1,1,1,1,1,0.84,0.81712963,0.862847222,0.84,0.8,0.84,0.84,0.789278846,0.836857094,0.84
92,"(5, (0.1, 0.9), (50, 350))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.732804233,0.799603175,0.79,0.72,0.79,0.79,0.705758722,0.779319042,0.79
93,"(5, (0.1, 0.9), (50, 400))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.690756303,0.768067227,0.76,0.693333333,0.76,0.76,0.680498866,0.755272109,0.76
94,"(5, (0.1, 0.9), (50, 450))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.75,0.8125,0.79,0.72,0.79,0.79,0.692307692,0.769230769,0.79
95,"(5, (0.1, 0.9), (50, 500))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.709259259,0.781944444,0.77,0.7,0.77,0.77,0.687616603,0.7631872,0.77
96,"(5, (0.1, 0.9), (100, 200))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.696549708,0.767412281,0.76,0.686666667,0.76,0.76,0.664433004,0.743324753,0.76
97,"(5, (0.1, 0.9), (100, 250))",1,1,1,1,1,1,1,1,1,1,1,0.84,0.797697368,0.848273026,0.84,0.793333333,0.84,0.84,0.787701577,0.83825093,0.84
98,"(5, (0.1, 0.9), (100, 300))",1,1,1,1,1,1,1,1,1,1,1,0.83,0.778996865,0.834247649,0.83,0.78,0.83,0.83,0.777300189,0.830449889,0.83
99,"(5, (0.1, 0.9), (100, 350))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.71996124,0.78997093,0.77,0.7,0.77,0.77,0.656466627,0.739824718,0.77
100,"(5, (0.1, 0.9), (100, 400))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.631547619,0.723660714,0.72,0.633333333,0.72,0.72,0.621565246,0.713648682,0.72
101,"(5, (0.1, 0.9), (100, 450))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.703989704,0.777992278,0.77,0.7,0.77,0.77,0.68177223,0.75880392,0.77
102,"(5, (0.1, 0.9), (100, 500))",1,1,1,1,1,1,1,1,1,1,1,0.8,0.763791764,0.822843823,0.8,0.733333333,0.8,0.8,0.710648148,0.782986111,0.8
103,"(5, (0.1, 0.9), (150, 200))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.7625,0.821875,0.81,0.753333333,0.81,0.81,0.742161452,0.804095836,0.81
104,"(5, (0.1, 0.9), (150, 250))",1,1,1,1,1,1,1,1,1,1,1,0.73,0.638888889,0.729166667,0.73,0.653333333,0.73,0.73,0.621748907,0.71120964,0.73
105,"(5, (0.1, 0.9), (150, 300))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.670940171,0.753205128,0.75,0.673333333,0.75,0.75,0.646407771,0.732280576,0.75
106,"(5, (0.1, 0.9), (150, 350))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.690590112,0.767942584,0.76,0.693333333,0.76,0.76,0.684942315,0.758604696,0.76
107,"(5, (0.1, 0.9), (150, 400))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.725308642,0.793981481,0.79,0.726666667,0.79,0.79,0.725570726,0.791652792,0.79
108,"(5, (0.1, 0.9), (150, 450))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.699462366,0.774596774,0.77,0.7,0.77,0.77,0.695310245,0.768957431,0.77
109,"(5, (0.1, 0.9), (150, 500))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.708585859,0.781439394,0.77,0.713333333,0.77,0.77,0.704377823,0.770551408,0.77
110,"(5, (0.1, 0.9), (200, 200))",1,1,1,1,1,1,1,1,1,1,1,0.74,0.662601626,0.74695122,0.74,0.66,0.74,0.74,0.627224627,0.717893218,0.74
111,"(5, (0.1, 0.9), (200, 250))",1,1,1,1,1,1,1,1,1,1,1,0.82,0.779956427,0.83496732,0.82,0.773333333,0.82,0.82,0.765369135,0.818924811,0.82
112,"(5, (0.1, 0.9), (200, 300))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.762749446,0.822062084,0.79,0.733333333,0.79,0.79,0.707001993,0.775149454,0.79
113,"(5, (0.1, 0.9), (200, 350))",1,1,1,1,1,1,1,1,1,1,1,0.86,0.833333333,0.875,0.86,0.82,0.86,0.86,0.815398033,0.859023272,0.86
114,"(5, (0.1, 0.9), (200, 400))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.630555556,0.722916667,0.72,0.64,0.72,0.72,0.611492497,0.703517332,0.72
115,"(5, (0.1, 0.9), (200, 450))",1,1,1,1,1,1,1,1,1,1,1,0.8,0.747474747,0.810606061,0.8,0.74,0.8,0.8,0.734403646,0.798277482,0.8
116,"(5, (0.1, 0.9), (200, 500))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.758578431,0.818933824,0.81,0.746666667,0.81,0.81,0.738183823,0.803637867,0.81
117,"(5, (0.2, 0.8), (50, 200))",1,1,1,1,1,1,1,1,1,1,1,0.8,0.742567995,0.802024035,0.8,0.733333333,0.8,0.8,0.730365229,0.795298674,0.8
118,"(5, (0.2, 0.8), (50, 250))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.766203704,0.824652778,0.81,0.76,0.81,0.81,0.745829559,0.804270129,0.81
119,"(5, (0.2, 0.8), (50, 300))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.664892624,0.743767507,0.75,0.666666667,0.75,0.75,0.649691123,0.734793095,0.75
120,"(5, (0.2, 0.8), (50, 350))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.75154321,0.813657407,0.81,0.753333333,0.81,0.81,0.751996681,0.811472258,0.81
121,"(5, (0.2, 0.8), (50, 400))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.726708075,0.795031056,0.79,0.726666667,0.79,0.79,0.725668636,0.791726225,0.79
122,"(5, (0.2, 0.8), (50, 450))",1,1,1,1,1,1,1,1,1,1,1,0.8,0.73968254,0.804761905,0.8,0.74,0.8,0.8,0.736553945,0.799890206,0.8
123,"(5, (0.2, 0.8), (50, 500))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.720454545,0.790340909,0.77,0.7,0.77,0.77,0.674980575,0.753710179,0.77
124,"(5, (0.2, 0.8), (100, 200))",1,1,1,1,1,1,1,1,1,1,1,0.8,0.761587302,0.816190476,0.8,0.74,0.8,0.8,0.732222222,0.794166667,0.8
125,"(5, (0.2, 0.8), (100, 250))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.709111488,0.781833616,0.78,0.706666667,0.78,0.78,0.702380952,0.776785714,0.78
126,"(5, (0.2, 0.8), (100, 300))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.666666667,0.75,0.75,0.666666667,0.75,0.75,0.649712764,0.737284573,0.75
127,"(5, (0.2, 0.8), (100, 350))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.776315789,0.832236842,0.81,0.746666667,0.81,0.81,0.728299728,0.796224796,0.81
128,"(5, (0.2, 0.8), (100, 400))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.753472222,0.815104167,0.81,0.746666667,0.81,0.81,0.741602067,0.80620155,0.81
129,"(5, (0.2, 0.8), (100, 450))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.726851852,0.795138889,0.78,0.72,0.78,0.78,0.707711473,0.775681564,0.78
130,"(5, (0.2, 0.8), (100, 500))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.698717949,0.774038462,0.76,0.686666667,0.76,0.76,0.664425789,0.74579409,0.76
131,"(5, (0.2, 0.8), (150, 200))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.739365079,0.79952381,0.79,0.726666667,0.79,0.79,0.715555556,0.781666667,0.79
132,"(5, (0.2, 0.8), (150, 250))",1,1,1,1,1,1,1,1,1,1,1,0.74,0.668981481,0.746527778,0.74,0.673333333,0.74,0.74,0.657459465,0.732890517,0.74
133,"(5, (0.2, 0.8), (150, 300))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.7003367,0.775252525,0.77,0.7,0.77,0.77,0.691901641,0.766400979,0.77
134,"(5, (0.2, 0.8), (150, 350))",1,1,1,1,1,1,1,1,1,1,1,0.71,0.622916667,0.7171875,0.71,0.626666667,0.71,0.71,0.620487727,0.710263755,0.71
135,"(5, (0.2, 0.8), (150, 400))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.680814941,0.760611205,0.76,0.68,0.76,0.76,0.675324675,0.756493506,0.76
136,"(5, (0.2, 0.8), (150, 450))",1,1,1,1,1,1,1,1,1,1,1,0.73,0.646296296,0.734722222,0.73,0.646666667,0.73,0.73,0.632425346,0.721793757,0.73
137,"(5, (0.2, 0.8), (150, 500))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.703989704,0.777992278,0.77,0.7,0.77,0.77,0.68177223,0.75880392,0.77
138,"(5, (0.2, 0.8), (200, 200))",1,1,1,1,1,1,1,1,1,1,1,0.73,0.666666667,0.75,0.73,0.673333333,0.73,0.73,0.664529997,0.735239603,0.73
139,"(5, (0.2, 0.8), (200, 250))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.65,0.7375,0.72,0.653333333,0.72,0.72,0.644868173,0.723234463,0.72
140,"(5, (0.2, 0.8), (200, 300))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.68975469,0.767316017,0.75,0.693333333,0.75,0.75,0.685761286,0.753904298,0.75
141,"(5, (0.2, 0.8), (200, 350))",1,1,1,1,1,1,1,1,1,1,1,0.74,0.671428571,0.753571429,0.74,0.673333333,0.74,0.74,0.662558939,0.739187245,0.74
142,"(5, (0.2, 0.8), (200, 400))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.671171171,0.753378378,0.75,0.673333333,0.75,0.75,0.653925525,0.737918891,0.75
143,"(5, (0.2, 0.8), (200, 450))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.712052498,0.778937333,0.77,0.706666667,0.77,0.77,0.700671511,0.767927875,0.77
144,"(5, (0.2, 0.8), (200, 500))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.718518519,0.788888889,0.78,0.713333333,0.78,0.78,0.698545565,0.771383921,0.78
145,"(5, (0.3, 0.7), (50, 200))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.705862426,0.774494859,0.76,0.68,0.76,0.76,0.643164316,0.72989799,0.76
146,"(5, (0.3, 0.7), (50, 250))",1,1,1,1,1,1,1,1,1,1,1,0.74,0.666666667,0.75,0.74,0.666666667,0.74,0.74,0.639766925,0.724723153,0.74
